SLURM WORKLOAD START: Thu Feb 20 19:16:32 CET 2025
Thu Feb 20 19:16:32 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 555.42.02              Driver Version: 555.42.02      CUDA Version: 12.5     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:0B:00.0 Off |                    0 |
| N/A   42C    P0             26W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
/home/REDACTED/paper1/.venv/lib/python3.10/site-packages/torch/utils/data/dataloader.py:624: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
[02/20 19:16:40 modelnet40-pointnet]: mode: pretrain
[02/20 19:16:40 modelnet40-pointnet]: model: pointnet
[02/20 19:16:40 modelnet40-pointnet]: verbose: False
[02/20 19:16:40 modelnet40-pointnet]: dataset: modelnet40
[02/20 19:16:40 modelnet40-pointnet]: dataroot: data
[02/20 19:16:40 modelnet40-pointnet]: batch_size: 32
[02/20 19:16:40 modelnet40-pointnet]: total_epochs: 250
[02/20 19:16:40 modelnet40-pointnet]: lr_decay_milestones: 100,160,200
[02/20 19:16:40 modelnet40-pointnet]: lr_decay_gamma: 0.1
[02/20 19:16:40 modelnet40-pointnet]: lr: 0.1
[02/20 19:16:40 modelnet40-pointnet]: restore: None
[02/20 19:16:40 modelnet40-pointnet]: output_dir: run/modelnet40/pretrain
[02/20 19:16:40 modelnet40-pointnet]: finetune: False
[02/20 19:16:40 modelnet40-pointnet]: last_epochs: 100
[02/20 19:16:40 modelnet40-pointnet]: reps: 1
[02/20 19:16:40 modelnet40-pointnet]: method: None
[02/20 19:16:40 modelnet40-pointnet]: speed_up: 2
[02/20 19:16:40 modelnet40-pointnet]: max_pruning_ratio: 1.0
[02/20 19:16:40 modelnet40-pointnet]: soft_keeping_ratio: 0.0
[02/20 19:16:40 modelnet40-pointnet]: reg: 0.0005
[02/20 19:16:40 modelnet40-pointnet]: delta_reg: 0.0001
[02/20 19:16:40 modelnet40-pointnet]: weight_decay: 0.0005
[02/20 19:16:40 modelnet40-pointnet]: seed: 1
[02/20 19:16:40 modelnet40-pointnet]: global_pruning: False
[02/20 19:16:40 modelnet40-pointnet]: sl_total_epochs: 100
[02/20 19:16:40 modelnet40-pointnet]: sl_lr: 0.01
[02/20 19:16:40 modelnet40-pointnet]: sl_lr_decay_milestones: 60,80
[02/20 19:16:40 modelnet40-pointnet]: sl_reg_warmup: 0
[02/20 19:16:40 modelnet40-pointnet]: sl_restore: None
[02/20 19:16:40 modelnet40-pointnet]: iterative_steps: 400
[02/20 19:16:40 modelnet40-pointnet]: logger: <Logger modelnet40-pointnet (DEBUG)>
[02/20 19:16:40 modelnet40-pointnet]: device: cuda
[02/20 19:16:40 modelnet40-pointnet]: num_classes: 40
[02/20 19:16:40 modelnet40-pointnet]: Params: 1.35 M
[02/20 19:16:40 modelnet40-pointnet]: ops: 291.33 M
[02/20 19:16:54 modelnet40-pointnet]: Epoch 0/250, Acc=0.5276, Val Loss=1.6432, lr=0.1000
[02/20 19:24:03 modelnet40-pointnet]: Epoch 32/250, Acc=0.6580, Val Loss=1.1244, lr=0.1000
[02/20 19:24:17 modelnet40-pointnet]: Epoch 33/250, Acc=0.6544, Val Loss=1.1521, lr=0.1000
[02/20 19:24:30 modelnet40-pointnet]: Epoch 34/250, Acc=0.6519, Val Loss=1.0583, lr=0.1000
[02/20 19:24:44 modelnet40-pointnet]: Epoch 35/250, Acc=0.6475, Val Loss=1.1017, lr=0.1000
[02/20 19:24:57 modelnet40-pointnet]: Epoch 36/250, Acc=0.6495, Val Loss=1.1039, lr=0.1000
[02/20 19:25:11 modelnet40-pointnet]: Epoch 37/250, Acc=0.6058, Val Loss=1.1711, lr=0.1000
[02/20 19:25:24 modelnet40-pointnet]: Epoch 38/250, Acc=0.6232, Val Loss=1.2389, lr=0.1000
[02/20 19:25:37 modelnet40-pointnet]: Epoch 39/250, Acc=0.6390, Val Loss=1.1554, lr=0.1000
[02/20 19:25:51 modelnet40-pointnet]: Epoch 40/250, Acc=0.5814, Val Loss=1.3926, lr=0.1000
[02/20 19:26:04 modelnet40-pointnet]: Epoch 41/250, Acc=0.6216, Val Loss=1.1729, lr=0.1000
[02/20 19:26:17 modelnet40-pointnet]: Epoch 42/250, Acc=0.6519, Val Loss=1.1506, lr=0.1000
[02/20 19:26:30 modelnet40-pointnet]: Epoch 43/250, Acc=0.6844, Val Loss=1.0926, lr=0.1000
[02/20 19:26:44 modelnet40-pointnet]: Epoch 44/250, Acc=0.6653, Val Loss=1.0598, lr=0.1000
[02/20 19:26:57 modelnet40-pointnet]: Epoch 45/250, Acc=0.6325, Val Loss=1.1443, lr=0.1000
[02/20 19:27:10 modelnet40-pointnet]: Epoch 46/250, Acc=0.7220, Val Loss=0.9401, lr=0.1000
[02/20 19:27:23 modelnet40-pointnet]: Epoch 47/250, Acc=0.6540, Val Loss=1.0534, lr=0.1000
[02/20 19:27:37 modelnet40-pointnet]: Epoch 48/250, Acc=0.4972, Val Loss=1.7838, lr=0.1000
[02/20 19:27:50 modelnet40-pointnet]: Epoch 49/250, Acc=0.6341, Val Loss=1.2708, lr=0.1000
[02/20 19:28:03 modelnet40-pointnet]: Epoch 50/250, Acc=0.6199, Val Loss=1.1390, lr=0.1000
[02/20 19:28:17 modelnet40-pointnet]: Epoch 51/250, Acc=0.6102, Val Loss=1.1537, lr=0.1000
[02/20 19:28:30 modelnet40-pointnet]: Epoch 52/250, Acc=0.6114, Val Loss=1.2846, lr=0.1000
[02/20 19:28:43 modelnet40-pointnet]: Epoch 53/250, Acc=0.6892, Val Loss=1.0384, lr=0.1000
[02/20 19:28:56 modelnet40-pointnet]: Epoch 54/250, Acc=0.6317, Val Loss=1.2403, lr=0.1000
[02/20 19:29:09 modelnet40-pointnet]: Epoch 55/250, Acc=0.6406, Val Loss=1.2037, lr=0.1000
[02/20 19:29:22 modelnet40-pointnet]: Epoch 56/250, Acc=0.6925, Val Loss=1.0089, lr=0.1000
[02/20 19:29:35 modelnet40-pointnet]: Epoch 57/250, Acc=0.5908, Val Loss=1.3067, lr=0.1000
[02/20 19:29:49 modelnet40-pointnet]: Epoch 58/250, Acc=0.6491, Val Loss=1.0914, lr=0.1000
[02/20 19:30:02 modelnet40-pointnet]: Epoch 59/250, Acc=0.7131, Val Loss=0.9859, lr=0.1000
[02/20 19:30:15 modelnet40-pointnet]: Epoch 60/250, Acc=0.6345, Val Loss=1.1411, lr=0.1000
[02/20 19:30:29 modelnet40-pointnet]: Epoch 61/250, Acc=0.7168, Val Loss=0.9082, lr=0.1000
[02/20 19:30:42 modelnet40-pointnet]: Epoch 62/250, Acc=0.6912, Val Loss=0.9960, lr=0.1000
[02/20 19:30:55 modelnet40-pointnet]: Epoch 63/250, Acc=0.5685, Val Loss=1.3851, lr=0.1000
[02/20 19:31:09 modelnet40-pointnet]: Epoch 64/250, Acc=0.6544, Val Loss=1.1080, lr=0.1000
[02/20 19:31:22 modelnet40-pointnet]: Epoch 65/250, Acc=0.6617, Val Loss=1.1345, lr=0.1000
[02/20 19:31:35 modelnet40-pointnet]: Epoch 66/250, Acc=0.6495, Val Loss=1.1021, lr=0.1000
[02/20 19:31:49 modelnet40-pointnet]: Epoch 67/250, Acc=0.6609, Val Loss=1.1353, lr=0.1000
[02/20 19:32:02 modelnet40-pointnet]: Epoch 68/250, Acc=0.6588, Val Loss=1.0735, lr=0.1000
[02/20 19:32:16 modelnet40-pointnet]: Epoch 69/250, Acc=0.6228, Val Loss=1.2528, lr=0.1000
[02/20 19:32:30 modelnet40-pointnet]: Epoch 70/250, Acc=0.6515, Val Loss=1.1481, lr=0.1000
[02/20 19:32:43 modelnet40-pointnet]: Epoch 71/250, Acc=0.6912, Val Loss=0.9981, lr=0.1000
[02/20 19:32:56 modelnet40-pointnet]: Epoch 72/250, Acc=0.6333, Val Loss=1.2454, lr=0.1000
[02/20 19:33:10 modelnet40-pointnet]: Epoch 73/250, Acc=0.6621, Val Loss=1.1186, lr=0.1000
[02/20 19:33:23 modelnet40-pointnet]: Epoch 74/250, Acc=0.6726, Val Loss=1.0947, lr=0.1000
[02/20 19:33:36 modelnet40-pointnet]: Epoch 75/250, Acc=0.6665, Val Loss=1.1178, lr=0.1000
[02/20 19:33:50 modelnet40-pointnet]: Epoch 76/250, Acc=0.6147, Val Loss=1.3560, lr=0.1000
[02/20 19:34:03 modelnet40-pointnet]: Epoch 77/250, Acc=0.7054, Val Loss=0.9326, lr=0.1000
[02/20 19:34:16 modelnet40-pointnet]: Epoch 78/250, Acc=0.6908, Val Loss=0.9779, lr=0.1000
[02/20 19:34:30 modelnet40-pointnet]: Epoch 79/250, Acc=0.6106, Val Loss=1.2689, lr=0.1000
[02/20 19:34:44 modelnet40-pointnet]: Epoch 80/250, Acc=0.6908, Val Loss=1.0493, lr=0.1000
[02/20 19:34:57 modelnet40-pointnet]: Epoch 81/250, Acc=0.6872, Val Loss=0.9708, lr=0.1000
[02/20 19:35:10 modelnet40-pointnet]: Epoch 82/250, Acc=0.5101, Val Loss=1.4495, lr=0.1000
[02/20 19:35:24 modelnet40-pointnet]: Epoch 83/250, Acc=0.6309, Val Loss=1.1402, lr=0.1000
[02/20 19:35:37 modelnet40-pointnet]: Epoch 84/250, Acc=0.5616, Val Loss=1.4076, lr=0.1000
[02/20 19:35:51 modelnet40-pointnet]: Epoch 85/250, Acc=0.6365, Val Loss=1.1136, lr=0.1000
[02/20 19:36:04 modelnet40-pointnet]: Epoch 86/250, Acc=0.5502, Val Loss=1.5080, lr=0.1000
[02/20 19:36:18 modelnet40-pointnet]: Epoch 87/250, Acc=0.6479, Val Loss=1.1586, lr=0.1000
[02/20 19:36:31 modelnet40-pointnet]: Epoch 88/250, Acc=0.6471, Val Loss=1.0762, lr=0.1000
[02/20 19:36:45 modelnet40-pointnet]: Epoch 89/250, Acc=0.7034, Val Loss=0.8869, lr=0.1000
[02/20 19:36:58 modelnet40-pointnet]: Epoch 90/250, Acc=0.6244, Val Loss=1.1828, lr=0.1000
[02/20 19:37:12 modelnet40-pointnet]: Epoch 91/250, Acc=0.6216, Val Loss=1.2611, lr=0.1000
[02/20 19:37:25 modelnet40-pointnet]: Epoch 92/250, Acc=0.6410, Val Loss=1.1127, lr=0.1000
[02/20 19:37:39 modelnet40-pointnet]: Epoch 93/250, Acc=0.6337, Val Loss=1.1443, lr=0.1000
[02/20 19:37:52 modelnet40-pointnet]: Epoch 94/250, Acc=0.5847, Val Loss=1.3833, lr=0.1000
[02/20 19:38:06 modelnet40-pointnet]: Epoch 95/250, Acc=0.6564, Val Loss=1.1339, lr=0.1000
[02/20 19:38:19 modelnet40-pointnet]: Epoch 96/250, Acc=0.6430, Val Loss=1.1649, lr=0.1000
[02/20 19:38:33 modelnet40-pointnet]: Epoch 97/250, Acc=0.4100, Val Loss=2.2807, lr=0.1000
[02/20 19:38:46 modelnet40-pointnet]: Epoch 98/250, Acc=0.6738, Val Loss=1.0451, lr=0.1000
[02/20 19:39:00 modelnet40-pointnet]: Epoch 99/250, Acc=0.6511, Val Loss=1.0660, lr=0.1000
[02/20 19:39:13 modelnet40-pointnet]: Epoch 100/250, Acc=0.8169, Val Loss=0.6307, lr=0.0100
[02/20 19:39:26 modelnet40-pointnet]: Epoch 101/250, Acc=0.8209, Val Loss=0.5911, lr=0.0100
[02/20 19:39:41 modelnet40-pointnet]: Epoch 102/250, Acc=0.8323, Val Loss=0.5753, lr=0.0100
[02/20 19:39:54 modelnet40-pointnet]: Epoch 103/250, Acc=0.8404, Val Loss=0.5549, lr=0.0100
[02/20 19:40:08 modelnet40-pointnet]: Epoch 104/250, Acc=0.8237, Val Loss=0.5597, lr=0.0100
[02/20 19:40:21 modelnet40-pointnet]: Epoch 105/250, Acc=0.8128, Val Loss=0.5781, lr=0.0100
[02/20 19:40:34 modelnet40-pointnet]: Epoch 106/250, Acc=0.8294, Val Loss=0.5396, lr=0.0100
[02/20 19:40:47 modelnet40-pointnet]: Epoch 107/250, Acc=0.8432, Val Loss=0.5301, lr=0.0100
[02/20 19:41:01 modelnet40-pointnet]: Epoch 108/250, Acc=0.8347, Val Loss=0.5457, lr=0.0100
[02/20 19:41:14 modelnet40-pointnet]: Epoch 109/250, Acc=0.8327, Val Loss=0.5519, lr=0.0100
[02/20 19:41:28 modelnet40-pointnet]: Epoch 110/250, Acc=0.8371, Val Loss=0.5273, lr=0.0100
[02/20 19:41:41 modelnet40-pointnet]: Epoch 111/250, Acc=0.8424, Val Loss=0.5213, lr=0.0100
[02/20 19:41:54 modelnet40-pointnet]: Epoch 112/250, Acc=0.8375, Val Loss=0.5180, lr=0.0100
[02/20 19:42:08 modelnet40-pointnet]: Epoch 113/250, Acc=0.8472, Val Loss=0.5275, lr=0.0100
[02/20 19:42:21 modelnet40-pointnet]: Epoch 114/250, Acc=0.8485, Val Loss=0.5090, lr=0.0100
[02/20 19:42:35 modelnet40-pointnet]: Epoch 115/250, Acc=0.8387, Val Loss=0.5732, lr=0.0100
[02/20 19:42:47 modelnet40-pointnet]: Epoch 116/250, Acc=0.8521, Val Loss=0.5137, lr=0.0100
[02/20 19:43:01 modelnet40-pointnet]: Epoch 117/250, Acc=0.8497, Val Loss=0.5194, lr=0.0100
[02/20 19:43:15 modelnet40-pointnet]: Epoch 118/250, Acc=0.8310, Val Loss=0.5593, lr=0.0100
[02/20 19:43:28 modelnet40-pointnet]: Epoch 119/250, Acc=0.8408, Val Loss=0.5118, lr=0.0100
[02/20 19:43:41 modelnet40-pointnet]: Epoch 120/250, Acc=0.8448, Val Loss=0.4952, lr=0.0100
[02/20 19:43:55 modelnet40-pointnet]: Epoch 121/250, Acc=0.8270, Val Loss=0.5448, lr=0.0100
[02/20 19:44:08 modelnet40-pointnet]: Epoch 122/250, Acc=0.8306, Val Loss=0.5382, lr=0.0100
[02/20 19:44:22 modelnet40-pointnet]: Epoch 123/250, Acc=0.8375, Val Loss=0.5178, lr=0.0100
[02/20 19:44:35 modelnet40-pointnet]: Epoch 124/250, Acc=0.8428, Val Loss=0.5053, lr=0.0100
[02/20 19:44:49 modelnet40-pointnet]: Epoch 125/250, Acc=0.8476, Val Loss=0.5071, lr=0.0100
[02/20 19:45:02 modelnet40-pointnet]: Epoch 126/250, Acc=0.8468, Val Loss=0.5106, lr=0.0100
[02/20 19:45:15 modelnet40-pointnet]: Epoch 127/250, Acc=0.8420, Val Loss=0.4997, lr=0.0100
[02/20 19:45:28 modelnet40-pointnet]: Epoch 128/250, Acc=0.8485, Val Loss=0.5223, lr=0.0100
[02/20 19:45:42 modelnet40-pointnet]: Epoch 129/250, Acc=0.8521, Val Loss=0.5222, lr=0.0100
[02/20 19:45:55 modelnet40-pointnet]: Epoch 130/250, Acc=0.8404, Val Loss=0.5079, lr=0.0100
[02/20 19:46:09 modelnet40-pointnet]: Epoch 131/250, Acc=0.8310, Val Loss=0.5545, lr=0.0100
[02/20 19:46:22 modelnet40-pointnet]: Epoch 132/250, Acc=0.8404, Val Loss=0.5285, lr=0.0100
[02/20 19:46:36 modelnet40-pointnet]: Epoch 133/250, Acc=0.8485, Val Loss=0.5461, lr=0.0100
[02/20 19:46:50 modelnet40-pointnet]: Epoch 134/250, Acc=0.8335, Val Loss=0.5470, lr=0.0100
[02/20 19:47:03 modelnet40-pointnet]: Epoch 135/250, Acc=0.8485, Val Loss=0.5194, lr=0.0100
[02/20 19:47:17 modelnet40-pointnet]: Epoch 136/250, Acc=0.8444, Val Loss=0.5352, lr=0.0100
[02/20 19:47:31 modelnet40-pointnet]: Epoch 137/250, Acc=0.8375, Val Loss=0.5397, lr=0.0100
[02/20 19:47:44 modelnet40-pointnet]: Epoch 138/250, Acc=0.8351, Val Loss=0.5327, lr=0.0100
[02/20 19:47:57 modelnet40-pointnet]: Epoch 139/250, Acc=0.8323, Val Loss=0.5654, lr=0.0100
[02/20 19:48:11 modelnet40-pointnet]: Epoch 140/250, Acc=0.8278, Val Loss=0.5942, lr=0.0100
[02/20 19:48:24 modelnet40-pointnet]: Epoch 141/250, Acc=0.8545, Val Loss=0.4811, lr=0.0100
[02/20 19:48:38 modelnet40-pointnet]: Epoch 142/250, Acc=0.7962, Val Loss=0.6114, lr=0.0100
[02/20 19:48:52 modelnet40-pointnet]: Epoch 143/250, Acc=0.8525, Val Loss=0.5070, lr=0.0100
[02/20 19:49:06 modelnet40-pointnet]: Epoch 144/250, Acc=0.8278, Val Loss=0.5550, lr=0.0100
[02/20 19:49:19 modelnet40-pointnet]: Epoch 145/250, Acc=0.8424, Val Loss=0.5239, lr=0.0100
[02/20 19:49:33 modelnet40-pointnet]: Epoch 146/250, Acc=0.8310, Val Loss=0.5455, lr=0.0100
[02/20 19:49:46 modelnet40-pointnet]: Epoch 147/250, Acc=0.8553, Val Loss=0.4917, lr=0.0100
[02/20 19:50:00 modelnet40-pointnet]: Epoch 148/250, Acc=0.8306, Val Loss=0.5715, lr=0.0100
[02/20 19:50:14 modelnet40-pointnet]: Epoch 149/250, Acc=0.8432, Val Loss=0.5071, lr=0.0100
[02/20 19:50:27 modelnet40-pointnet]: Epoch 150/250, Acc=0.8359, Val Loss=0.5170, lr=0.0100
[02/20 19:50:41 modelnet40-pointnet]: Epoch 151/250, Acc=0.8063, Val Loss=0.6010, lr=0.0100
[02/20 19:50:54 modelnet40-pointnet]: Epoch 152/250, Acc=0.8173, Val Loss=0.5946, lr=0.0100
[02/20 19:51:08 modelnet40-pointnet]: Epoch 153/250, Acc=0.8375, Val Loss=0.5340, lr=0.0100
[02/20 19:51:22 modelnet40-pointnet]: Epoch 154/250, Acc=0.8440, Val Loss=0.5298, lr=0.0100
[02/20 19:51:35 modelnet40-pointnet]: Epoch 155/250, Acc=0.8391, Val Loss=0.5468, lr=0.0100
[02/20 19:51:49 modelnet40-pointnet]: Epoch 156/250, Acc=0.8323, Val Loss=0.5445, lr=0.0100
[02/20 19:52:03 modelnet40-pointnet]: Epoch 157/250, Acc=0.8302, Val Loss=0.5674, lr=0.0100
[02/20 19:52:16 modelnet40-pointnet]: Epoch 158/250, Acc=0.8282, Val Loss=0.5642, lr=0.0100
[02/20 19:52:30 modelnet40-pointnet]: Epoch 159/250, Acc=0.8558, Val Loss=0.5232, lr=0.0100
[02/20 19:52:43 modelnet40-pointnet]: Epoch 160/250, Acc=0.8724, Val Loss=0.4389, lr=0.0010
[02/20 19:52:56 modelnet40-pointnet]: Epoch 161/250, Acc=0.8683, Val Loss=0.4372, lr=0.0010
[02/20 19:53:10 modelnet40-pointnet]: Epoch 162/250, Acc=0.8732, Val Loss=0.4310, lr=0.0010
[02/20 19:53:24 modelnet40-pointnet]: Epoch 163/250, Acc=0.8671, Val Loss=0.4339, lr=0.0010
[02/20 19:53:38 modelnet40-pointnet]: Epoch 164/250, Acc=0.8712, Val Loss=0.4253, lr=0.0010
[02/20 19:53:52 modelnet40-pointnet]: Epoch 165/250, Acc=0.8655, Val Loss=0.4382, lr=0.0010
[02/20 19:54:05 modelnet40-pointnet]: Epoch 166/250, Acc=0.8760, Val Loss=0.4271, lr=0.0010
[02/20 19:54:18 modelnet40-pointnet]: Epoch 167/250, Acc=0.8695, Val Loss=0.4339, lr=0.0010
[02/20 19:54:32 modelnet40-pointnet]: Epoch 168/250, Acc=0.8772, Val Loss=0.4206, lr=0.0010
[02/20 19:54:46 modelnet40-pointnet]: Epoch 169/250, Acc=0.8772, Val Loss=0.4230, lr=0.0010
