SLURM WORKLOAD START: Thu Feb 20 17:34:49 CET 2025
Thu Feb 20 17:34:49 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 555.42.02              Driver Version: 555.42.02      CUDA Version: 12.5     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:0B:00.0 Off |                    0 |
| N/A   29C    P0             25W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
/home/REDACTED/paper1/.venv/lib/python3.10/site-packages/torch/utils/data/dataloader.py:624: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
[02/20 17:34:54 modelnet40-dgcnn]: mode: pretrain
[02/20 17:34:54 modelnet40-dgcnn]: model: dgcnn
[02/20 17:34:54 modelnet40-dgcnn]: verbose: False
[02/20 17:34:54 modelnet40-dgcnn]: dataset: modelnet40
[02/20 17:34:54 modelnet40-dgcnn]: dataroot: data
[02/20 17:34:54 modelnet40-dgcnn]: batch_size: 32
[02/20 17:34:54 modelnet40-dgcnn]: total_epochs: 250
[02/20 17:34:54 modelnet40-dgcnn]: lr_decay_milestones: 100,160,200
[02/20 17:34:54 modelnet40-dgcnn]: lr_decay_gamma: 0.1
[02/20 17:34:54 modelnet40-dgcnn]: lr: 0.1
[02/20 17:34:54 modelnet40-dgcnn]: restore: None
[02/20 17:34:54 modelnet40-dgcnn]: output_dir: run/modelnet40/pretrain
[02/20 17:34:54 modelnet40-dgcnn]: finetune: False
[02/20 17:34:54 modelnet40-dgcnn]: last_epochs: 100
[02/20 17:34:54 modelnet40-dgcnn]: reps: 1
[02/20 17:34:54 modelnet40-dgcnn]: method: None
[02/20 17:34:54 modelnet40-dgcnn]: speed_up: 2
[02/20 17:34:54 modelnet40-dgcnn]: max_pruning_ratio: 1.0
[02/20 17:34:54 modelnet40-dgcnn]: soft_keeping_ratio: 0.0
[02/20 17:34:54 modelnet40-dgcnn]: reg: 0.0005
[02/20 17:34:54 modelnet40-dgcnn]: delta_reg: 0.0001
[02/20 17:34:54 modelnet40-dgcnn]: weight_decay: 0.0005
[02/20 17:34:54 modelnet40-dgcnn]: seed: 1
[02/20 17:34:54 modelnet40-dgcnn]: global_pruning: False
[02/20 17:34:54 modelnet40-dgcnn]: sl_total_epochs: 100
[02/20 17:34:54 modelnet40-dgcnn]: sl_lr: 0.01
[02/20 17:34:54 modelnet40-dgcnn]: sl_lr_decay_milestones: 60,80
[02/20 17:34:54 modelnet40-dgcnn]: sl_reg_warmup: 0
[02/20 17:34:54 modelnet40-dgcnn]: sl_restore: None
[02/20 17:34:54 modelnet40-dgcnn]: iterative_steps: 400
[02/20 17:34:54 modelnet40-dgcnn]: logger: <Logger modelnet40-dgcnn (DEBUG)>
[02/20 17:34:54 modelnet40-dgcnn]: device: cuda
[02/20 17:34:54 modelnet40-dgcnn]: num_classes: 40
[02/20 17:34:55 modelnet40-dgcnn]: Params: 1.81 M
[02/20 17:34:55 modelnet40-dgcnn]: ops: 2426.02 M
[02/20 17:36:20 modelnet40-dgcnn]: Epoch 0/250, Acc=0.5166, Val Loss=1.5126, lr=0.1000
[02/20 18:21:29 modelnet40-dgcnn]: Epoch 32/250, Acc=0.7557, Val Loss=0.7861, lr=0.1000
[02/20 18:22:53 modelnet40-dgcnn]: Epoch 33/250, Acc=0.7946, Val Loss=0.6729, lr=0.1000
[02/20 18:24:18 modelnet40-dgcnn]: Epoch 34/250, Acc=0.7853, Val Loss=0.6516, lr=0.1000
[02/20 18:25:43 modelnet40-dgcnn]: Epoch 35/250, Acc=0.7767, Val Loss=0.7682, lr=0.1000
[02/20 18:27:07 modelnet40-dgcnn]: Epoch 36/250, Acc=0.7488, Val Loss=0.8723, lr=0.1000
[02/20 18:28:32 modelnet40-dgcnn]: Epoch 37/250, Acc=0.7978, Val Loss=0.6860, lr=0.1000
[02/20 18:29:57 modelnet40-dgcnn]: Epoch 38/250, Acc=0.8193, Val Loss=0.5758, lr=0.1000
[02/20 18:31:21 modelnet40-dgcnn]: Epoch 39/250, Acc=0.7731, Val Loss=0.7310, lr=0.1000
[02/20 18:32:46 modelnet40-dgcnn]: Epoch 40/250, Acc=0.7731, Val Loss=0.7282, lr=0.1000
[02/20 18:34:11 modelnet40-dgcnn]: Epoch 41/250, Acc=0.7719, Val Loss=0.7214, lr=0.1000
[02/20 18:35:35 modelnet40-dgcnn]: Epoch 42/250, Acc=0.7658, Val Loss=0.7364, lr=0.1000
[02/20 18:37:00 modelnet40-dgcnn]: Epoch 43/250, Acc=0.7237, Val Loss=0.9328, lr=0.1000
[02/20 18:38:24 modelnet40-dgcnn]: Epoch 44/250, Acc=0.7885, Val Loss=0.7339, lr=0.1000
[02/20 18:39:49 modelnet40-dgcnn]: Epoch 45/250, Acc=0.7168, Val Loss=0.9459, lr=0.1000
[02/20 18:41:14 modelnet40-dgcnn]: Epoch 46/250, Acc=0.7472, Val Loss=0.8333, lr=0.1000
[02/20 18:42:38 modelnet40-dgcnn]: Epoch 47/250, Acc=0.7642, Val Loss=0.7992, lr=0.1000
[02/20 18:44:03 modelnet40-dgcnn]: Epoch 48/250, Acc=0.6917, Val Loss=1.0035, lr=0.1000
[02/20 18:45:28 modelnet40-dgcnn]: Epoch 49/250, Acc=0.8136, Val Loss=0.6189, lr=0.1000
[02/20 18:46:52 modelnet40-dgcnn]: Epoch 50/250, Acc=0.7966, Val Loss=0.6740, lr=0.1000
[02/20 18:48:17 modelnet40-dgcnn]: Epoch 51/250, Acc=0.7314, Val Loss=0.8503, lr=0.1000
[02/20 18:49:42 modelnet40-dgcnn]: Epoch 52/250, Acc=0.8173, Val Loss=0.5950, lr=0.1000
[02/20 18:51:06 modelnet40-dgcnn]: Epoch 53/250, Acc=0.7800, Val Loss=0.7245, lr=0.1000
[02/20 18:52:31 modelnet40-dgcnn]: Epoch 54/250, Acc=0.7994, Val Loss=0.6934, lr=0.1000
[02/20 18:53:56 modelnet40-dgcnn]: Epoch 55/250, Acc=0.7241, Val Loss=0.8425, lr=0.1000
[02/20 18:55:20 modelnet40-dgcnn]: Epoch 56/250, Acc=0.7512, Val Loss=0.8289, lr=0.1000
[02/20 18:56:45 modelnet40-dgcnn]: Epoch 57/250, Acc=0.7079, Val Loss=0.9238, lr=0.1000
[02/20 18:58:10 modelnet40-dgcnn]: Epoch 58/250, Acc=0.6637, Val Loss=1.0915, lr=0.1000
[02/20 18:59:34 modelnet40-dgcnn]: Epoch 59/250, Acc=0.7541, Val Loss=0.7887, lr=0.1000
[02/20 19:00:59 modelnet40-dgcnn]: Epoch 60/250, Acc=0.7905, Val Loss=0.6433, lr=0.1000
[02/20 19:02:24 modelnet40-dgcnn]: Epoch 61/250, Acc=0.7731, Val Loss=0.7209, lr=0.1000
[02/20 19:03:48 modelnet40-dgcnn]: Epoch 62/250, Acc=0.7569, Val Loss=0.7801, lr=0.1000
[02/20 19:05:13 modelnet40-dgcnn]: Epoch 63/250, Acc=0.7853, Val Loss=0.7073, lr=0.1000
[02/20 19:06:37 modelnet40-dgcnn]: Epoch 64/250, Acc=0.7480, Val Loss=0.7774, lr=0.1000
[02/20 19:08:02 modelnet40-dgcnn]: Epoch 65/250, Acc=0.8067, Val Loss=0.6103, lr=0.1000
[02/20 19:09:27 modelnet40-dgcnn]: Epoch 66/250, Acc=0.6519, Val Loss=1.2267, lr=0.1000
[02/20 19:10:51 modelnet40-dgcnn]: Epoch 67/250, Acc=0.6860, Val Loss=1.1494, lr=0.1000
[02/20 19:12:16 modelnet40-dgcnn]: Epoch 68/250, Acc=0.7338, Val Loss=0.8258, lr=0.1000
[02/20 19:13:41 modelnet40-dgcnn]: Epoch 69/250, Acc=0.6767, Val Loss=1.1919, lr=0.1000
[02/20 19:15:05 modelnet40-dgcnn]: Epoch 70/250, Acc=0.8177, Val Loss=0.6104, lr=0.1000
[02/20 19:16:30 modelnet40-dgcnn]: Epoch 71/250, Acc=0.8197, Val Loss=0.5500, lr=0.1000
[02/20 19:17:55 modelnet40-dgcnn]: Epoch 72/250, Acc=0.7650, Val Loss=0.7262, lr=0.1000
[02/20 19:19:19 modelnet40-dgcnn]: Epoch 73/250, Acc=0.7119, Val Loss=0.8777, lr=0.1000
[02/20 19:20:44 modelnet40-dgcnn]: Epoch 74/250, Acc=0.7942, Val Loss=0.6343, lr=0.1000
[02/20 19:22:09 modelnet40-dgcnn]: Epoch 75/250, Acc=0.6357, Val Loss=1.2710, lr=0.1000
[02/20 19:23:33 modelnet40-dgcnn]: Epoch 76/250, Acc=0.5620, Val Loss=1.4963, lr=0.1000
[02/20 19:24:58 modelnet40-dgcnn]: Epoch 77/250, Acc=0.7982, Val Loss=0.6694, lr=0.1000
[02/20 19:26:23 modelnet40-dgcnn]: Epoch 78/250, Acc=0.8067, Val Loss=0.6369, lr=0.1000
[02/20 19:27:47 modelnet40-dgcnn]: Epoch 79/250, Acc=0.7447, Val Loss=0.8652, lr=0.1000
[02/20 19:29:12 modelnet40-dgcnn]: Epoch 80/250, Acc=0.7739, Val Loss=0.7504, lr=0.1000
[02/20 19:30:37 modelnet40-dgcnn]: Epoch 81/250, Acc=0.7423, Val Loss=0.8136, lr=0.1000
[02/20 19:32:01 modelnet40-dgcnn]: Epoch 82/250, Acc=0.8169, Val Loss=0.5584, lr=0.1000
[02/20 19:33:26 modelnet40-dgcnn]: Epoch 83/250, Acc=0.7674, Val Loss=0.8073, lr=0.1000
[02/20 19:34:51 modelnet40-dgcnn]: Epoch 84/250, Acc=0.7310, Val Loss=0.8193, lr=0.1000
[02/20 19:36:15 modelnet40-dgcnn]: Epoch 85/250, Acc=0.6811, Val Loss=1.2204, lr=0.1000
[02/20 19:37:40 modelnet40-dgcnn]: Epoch 86/250, Acc=0.6544, Val Loss=1.1575, lr=0.1000
[02/20 19:39:04 modelnet40-dgcnn]: Epoch 87/250, Acc=0.6596, Val Loss=1.1594, lr=0.1000
[02/20 19:40:29 modelnet40-dgcnn]: Epoch 88/250, Acc=0.6831, Val Loss=1.1887, lr=0.1000
[02/20 19:41:54 modelnet40-dgcnn]: Epoch 89/250, Acc=0.7439, Val Loss=0.8329, lr=0.1000
[02/20 19:43:18 modelnet40-dgcnn]: Epoch 90/250, Acc=0.7848, Val Loss=0.6882, lr=0.1000
[02/20 19:44:43 modelnet40-dgcnn]: Epoch 91/250, Acc=0.7990, Val Loss=0.6851, lr=0.1000
[02/20 19:46:08 modelnet40-dgcnn]: Epoch 92/250, Acc=0.7658, Val Loss=0.8283, lr=0.1000
[02/20 19:47:32 modelnet40-dgcnn]: Epoch 93/250, Acc=0.7188, Val Loss=0.9936, lr=0.1000
[02/20 19:48:57 modelnet40-dgcnn]: Epoch 94/250, Acc=0.7921, Val Loss=0.6665, lr=0.1000
[02/20 19:50:22 modelnet40-dgcnn]: Epoch 95/250, Acc=0.7597, Val Loss=0.8103, lr=0.1000
[02/20 19:51:46 modelnet40-dgcnn]: Epoch 96/250, Acc=0.6945, Val Loss=1.0101, lr=0.1000
[02/20 19:53:11 modelnet40-dgcnn]: Epoch 97/250, Acc=0.6471, Val Loss=1.3489, lr=0.1000
[02/20 19:54:36 modelnet40-dgcnn]: Epoch 98/250, Acc=0.6548, Val Loss=1.2104, lr=0.1000
[02/20 19:56:00 modelnet40-dgcnn]: Epoch 99/250, Acc=0.7796, Val Loss=0.6651, lr=0.1000
[02/20 19:57:25 modelnet40-dgcnn]: Epoch 100/250, Acc=0.8910, Val Loss=0.3388, lr=0.0100
[02/20 19:58:50 modelnet40-dgcnn]: Epoch 101/250, Acc=0.8967, Val Loss=0.3298, lr=0.0100
[02/20 20:00:14 modelnet40-dgcnn]: Epoch 102/250, Acc=0.8967, Val Loss=0.3146, lr=0.0100
[02/20 20:01:39 modelnet40-dgcnn]: Epoch 103/250, Acc=0.9028, Val Loss=0.3049, lr=0.0100
[02/20 20:03:04 modelnet40-dgcnn]: Epoch 104/250, Acc=0.8955, Val Loss=0.3125, lr=0.0100
[02/20 20:04:28 modelnet40-dgcnn]: Epoch 105/250, Acc=0.8991, Val Loss=0.2889, lr=0.0100
[02/20 20:05:53 modelnet40-dgcnn]: Epoch 106/250, Acc=0.8967, Val Loss=0.3048, lr=0.0100
[02/20 20:07:18 modelnet40-dgcnn]: Epoch 107/250, Acc=0.9028, Val Loss=0.2858, lr=0.0100
[02/20 20:08:42 modelnet40-dgcnn]: Epoch 108/250, Acc=0.9028, Val Loss=0.2954, lr=0.0100
[02/20 20:10:07 modelnet40-dgcnn]: Epoch 109/250, Acc=0.9072, Val Loss=0.2795, lr=0.0100
[02/20 20:11:32 modelnet40-dgcnn]: Epoch 110/250, Acc=0.9096, Val Loss=0.2831, lr=0.0100
[02/20 20:12:56 modelnet40-dgcnn]: Epoch 111/250, Acc=0.9137, Val Loss=0.2777, lr=0.0100
[02/20 20:14:21 modelnet40-dgcnn]: Epoch 112/250, Acc=0.9028, Val Loss=0.2913, lr=0.0100
[02/20 20:15:46 modelnet40-dgcnn]: Epoch 113/250, Acc=0.9040, Val Loss=0.2883, lr=0.0100
[02/20 20:17:10 modelnet40-dgcnn]: Epoch 114/250, Acc=0.9117, Val Loss=0.2673, lr=0.0100
[02/20 20:18:35 modelnet40-dgcnn]: Epoch 115/250, Acc=0.9015, Val Loss=0.2893, lr=0.0100
[02/20 20:20:00 modelnet40-dgcnn]: Epoch 116/250, Acc=0.9048, Val Loss=0.2884, lr=0.0100
[02/20 20:21:24 modelnet40-dgcnn]: Epoch 117/250, Acc=0.9028, Val Loss=0.2957, lr=0.0100
[02/20 20:22:49 modelnet40-dgcnn]: Epoch 118/250, Acc=0.9068, Val Loss=0.2943, lr=0.0100
[02/20 20:24:14 modelnet40-dgcnn]: Epoch 119/250, Acc=0.9117, Val Loss=0.2783, lr=0.0100
[02/20 20:25:38 modelnet40-dgcnn]: Epoch 120/250, Acc=0.9060, Val Loss=0.2893, lr=0.0100
[02/20 20:27:03 modelnet40-dgcnn]: Epoch 121/250, Acc=0.9080, Val Loss=0.2814, lr=0.0100
[02/20 20:28:28 modelnet40-dgcnn]: Epoch 122/250, Acc=0.9040, Val Loss=0.3053, lr=0.0100
[02/20 20:29:52 modelnet40-dgcnn]: Epoch 123/250, Acc=0.9011, Val Loss=0.3006, lr=0.0100
[02/20 20:31:17 modelnet40-dgcnn]: Epoch 124/250, Acc=0.9028, Val Loss=0.2946, lr=0.0100
[02/20 20:32:42 modelnet40-dgcnn]: Epoch 125/250, Acc=0.9028, Val Loss=0.2978, lr=0.0100
[02/20 20:34:06 modelnet40-dgcnn]: Epoch 126/250, Acc=0.9011, Val Loss=0.2939, lr=0.0100
[02/20 20:35:31 modelnet40-dgcnn]: Epoch 127/250, Acc=0.8987, Val Loss=0.3042, lr=0.0100
[02/20 20:36:56 modelnet40-dgcnn]: Epoch 128/250, Acc=0.9048, Val Loss=0.2920, lr=0.0100
[02/20 20:38:20 modelnet40-dgcnn]: Epoch 129/250, Acc=0.8926, Val Loss=0.3325, lr=0.0100
[02/20 20:39:45 modelnet40-dgcnn]: Epoch 130/250, Acc=0.8991, Val Loss=0.3142, lr=0.0100
[02/20 20:41:10 modelnet40-dgcnn]: Epoch 131/250, Acc=0.9064, Val Loss=0.2813, lr=0.0100
[02/20 20:42:34 modelnet40-dgcnn]: Epoch 132/250, Acc=0.9117, Val Loss=0.2853, lr=0.0100
[02/20 20:43:59 modelnet40-dgcnn]: Epoch 133/250, Acc=0.8995, Val Loss=0.3291, lr=0.0100
[02/20 20:45:24 modelnet40-dgcnn]: Epoch 134/250, Acc=0.8947, Val Loss=0.3467, lr=0.0100
[02/20 20:46:48 modelnet40-dgcnn]: Epoch 135/250, Acc=0.9048, Val Loss=0.2960, lr=0.0100
[02/20 20:48:13 modelnet40-dgcnn]: Epoch 136/250, Acc=0.9040, Val Loss=0.2987, lr=0.0100
[02/20 20:49:38 modelnet40-dgcnn]: Epoch 137/250, Acc=0.8995, Val Loss=0.2990, lr=0.0100
[02/20 20:51:02 modelnet40-dgcnn]: Epoch 138/250, Acc=0.9019, Val Loss=0.2977, lr=0.0100
[02/20 20:52:27 modelnet40-dgcnn]: Epoch 139/250, Acc=0.8930, Val Loss=0.3193, lr=0.0100
[02/20 20:53:52 modelnet40-dgcnn]: Epoch 140/250, Acc=0.9060, Val Loss=0.3093, lr=0.0100
[02/20 20:55:16 modelnet40-dgcnn]: Epoch 141/250, Acc=0.9080, Val Loss=0.2730, lr=0.0100
[02/20 20:56:41 modelnet40-dgcnn]: Epoch 142/250, Acc=0.8959, Val Loss=0.3339, lr=0.0100
[02/20 20:58:06 modelnet40-dgcnn]: Epoch 143/250, Acc=0.9088, Val Loss=0.2740, lr=0.0100
[02/20 20:59:30 modelnet40-dgcnn]: Epoch 144/250, Acc=0.8951, Val Loss=0.3430, lr=0.0100
[02/20 21:00:55 modelnet40-dgcnn]: Epoch 145/250, Acc=0.8975, Val Loss=0.3299, lr=0.0100
[02/20 21:02:20 modelnet40-dgcnn]: Epoch 146/250, Acc=0.8918, Val Loss=0.3362, lr=0.0100
[02/20 21:03:44 modelnet40-dgcnn]: Epoch 147/250, Acc=0.8975, Val Loss=0.3002, lr=0.0100
[02/20 21:05:09 modelnet40-dgcnn]: Epoch 148/250, Acc=0.8955, Val Loss=0.3267, lr=0.0100
[02/20 21:06:34 modelnet40-dgcnn]: Epoch 149/250, Acc=0.8914, Val Loss=0.3460, lr=0.0100
[02/20 21:07:58 modelnet40-dgcnn]: Epoch 150/250, Acc=0.8776, Val Loss=0.3723, lr=0.0100
[02/20 21:09:23 modelnet40-dgcnn]: Epoch 151/250, Acc=0.9048, Val Loss=0.2955, lr=0.0100
[02/20 21:10:48 modelnet40-dgcnn]: Epoch 152/250, Acc=0.8991, Val Loss=0.3077, lr=0.0100
[02/20 21:12:12 modelnet40-dgcnn]: Epoch 153/250, Acc=0.8898, Val Loss=0.3468, lr=0.0100
[02/20 21:13:37 modelnet40-dgcnn]: Epoch 154/250, Acc=0.8967, Val Loss=0.3346, lr=0.0100
[02/20 21:15:02 modelnet40-dgcnn]: Epoch 155/250, Acc=0.9052, Val Loss=0.3085, lr=0.0100
[02/20 21:16:26 modelnet40-dgcnn]: Epoch 156/250, Acc=0.8967, Val Loss=0.3206, lr=0.0100
[02/20 21:17:51 modelnet40-dgcnn]: Epoch 157/250, Acc=0.9015, Val Loss=0.3161, lr=0.0100
[02/20 21:19:16 modelnet40-dgcnn]: Epoch 158/250, Acc=0.8902, Val Loss=0.3489, lr=0.0100
[02/20 21:20:40 modelnet40-dgcnn]: Epoch 159/250, Acc=0.9064, Val Loss=0.3034, lr=0.0100
[02/20 21:22:05 modelnet40-dgcnn]: Epoch 160/250, Acc=0.9198, Val Loss=0.2626, lr=0.0010
[02/20 21:23:30 modelnet40-dgcnn]: Epoch 161/250, Acc=0.9226, Val Loss=0.2552, lr=0.0010
[02/20 21:24:54 modelnet40-dgcnn]: Epoch 162/250, Acc=0.9177, Val Loss=0.2595, lr=0.0010
[02/20 21:26:19 modelnet40-dgcnn]: Epoch 163/250, Acc=0.9222, Val Loss=0.2508, lr=0.0010
[02/20 21:27:44 modelnet40-dgcnn]: Epoch 164/250, Acc=0.9206, Val Loss=0.2586, lr=0.0010
[02/20 21:29:08 modelnet40-dgcnn]: Epoch 165/250, Acc=0.9234, Val Loss=0.2495, lr=0.0010
